From Date,To Date,PM2.5
01/07/18 0:00,02/07/18 0:00,27.88
02/07/18 0:00,03/07/18 0:00,29.19
03/07/18 0:00,04/07/18 0:00,28.69
04/07/18 0:00,05/07/18 0:00,32.74
05/07/18 0:00,06/07/18 0:00,40.57
06/07/18 0:00,07/07/18 0:00,39.59
07/07/18 0:00,08/07/18 0:00,18.02
08/07/18 0:00,09/07/18 0:00,9.96
09/07/18 0:00,10/07/18 0:00,15.83
10/07/18 0:00,11/07/18 0:00,18.99
11/07/18 0:00,12/07/18 0:00,17.07
12/07/18 0:00,13/07/18 0:00,18.5
13/07/18 0:00,14/07/18 0:00,13.28
14/07/18 0:00,15/07/18 0:00,12.17
15/07/18 0:00,16/07/18 0:00,7.79
16/07/18 0:00,17/07/18 0:00,7.59
17/07/18 0:00,18/07/18 0:00,13.31
18/07/18 0:00,19/07/18 0:00,13.44
19/07/18 0:00,20/07/18 0:00,17.13
20/07/18 0:00,21/07/18 0:00,16.95
21/07/18 0:00,22/07/18 0:00,6.09
22/07/18 0:00,23/07/18 0:00,6.94
23/07/18 0:00,24/07/18 0:00,22.01
24/07/18 0:00,25/07/18 0:00,24.05
25/07/18 0:00,26/07/18 0:00,31.69
26/07/18 0:00,27/07/18 0:00,24.5
27/07/18 0:00,28/07/18 0:00,27.63
28/07/18 0:00,29/07/18 0:00,41.32
29/07/18 0:00,30/07/18 0:00,44.55
30/07/18 0:00,31/07/18 0:00,32.08
31/07/18 0:00,01/08/18 0:00,36.52
01/08/18 0:00,02/08/18 0:00,24.96
02/08/18 0:00,03/08/18 0:00,33.63
03/08/18 0:00,04/08/18 0:00,41.72
04/08/18 0:00,05/08/18 0:00,43
05/08/18 0:00,06/08/18 0:00,32.82
06/08/18 0:00,07/08/18 0:00,33.57
07/08/18 0:00,08/08/18 0:00,15.1
08/08/18 0:00,09/08/18 0:00,17.66
09/08/18 0:00,10/08/18 0:00,17.82
10/08/18 0:00,11/08/18 0:00,22.59
11/08/18 0:00,12/08/18 0:00,18.99
12/08/18 0:00,13/08/18 0:00,15.89
13/08/18 0:00,14/08/18 0:00,13.19
14/08/18 0:00,15/08/18 0:00,11.38
15/08/18 0:00,16/08/18 0:00,6.61
16/08/18 0:00,17/08/18 0:00,12.04
17/08/18 0:00,18/08/18 0:00,16.3
18/08/18 0:00,19/08/18 0:00,17.41
19/08/18 0:00,20/08/18 0:00,26.45
20/08/18 0:00,21/08/18 0:00,11.74
21/08/18 0:00,22/08/18 0:00,8.82
22/08/18 0:00,23/08/18 0:00,23.01
23/08/18 0:00,24/08/18 0:00,30.31
24/08/18 0:00,25/08/18 0:00,30.37
25/08/18 0:00,26/08/18 0:00,20.36
26/08/18 0:00,27/08/18 0:00,7.37
27/08/18 0:00,28/08/18 0:00,7.45
28/08/18 0:00,29/08/18 0:00,11.68
29/08/18 0:00,30/08/18 0:00,14.99
30/08/18 0:00,31/08/18 0:00,29.5
31/08/18 0:00,01/09/18 0:00,33.07
01/09/18 0:00,02/09/18 0:00,12.38
02/09/18 0:00,03/09/18 0:00,18.67
03/09/18 0:00,04/09/18 0:00,34.52
04/09/18 0:00,05/09/18 0:00,48.96
05/09/18 0:00,06/09/18 0:00,28.41
06/09/18 0:00,07/09/18 0:00,10.93
07/09/18 0:00,08/09/18 0:00,15.01
08/09/18 0:00,09/09/18 0:00,20.11
09/09/18 0:00,10/09/18 0:00,19.75
10/09/18 0:00,11/09/18 0:00,28.69
11/09/18 0:00,12/09/18 0:00,36.22
12/09/18 0:00,13/09/18 0:00,47.14
13/09/18 0:00,14/09/18 0:00,56.73
14/09/18 0:00,15/09/18 0:00,56.33
15/09/18 0:00,16/09/18 0:00,57.77
16/09/18 0:00,17/09/18 0:00,60.13
17/09/18 0:00,18/09/18 0:00,66.89
18/09/18 0:00,19/09/18 0:00,61.1
19/09/18 0:00,20/09/18 0:00,60.03
20/09/18 0:00,21/09/18 0:00,17.45
21/09/18 0:00,22/09/18 0:00,7.95
22/09/18 0:00,23/09/18 0:00,16.02
23/09/18 0:00,24/09/18 0:00,19.69
24/09/18 0:00,25/09/18 0:00,21.92
25/09/18 0:00,26/09/18 0:00,36.42
26/09/18 0:00,27/09/18 0:00,45.24
27/09/18 0:00,28/09/18 0:00,57.76
28/09/18 0:00,29/09/18 0:00,63.63
29/09/18 0:00,30/09/18 0:00,61.12
30/09/18 0:00,01/10/18 0:00,66.84
01/10/18 0:00,02/10/18 0:00,71.46
02/10/18 0:00,03/10/18 0:00,61.37
03/10/18 0:00,04/10/18 0:00,61.93
04/10/18 0:00,05/10/18 0:00,78.76
05/10/18 0:00,06/10/18 0:00,95.37
06/10/18 0:00,07/10/18 0:00,101.71
07/10/18 0:00,08/10/18 0:00,100.58
08/10/18 0:00,09/10/18 0:00,98.29
09/10/18 0:00,10/10/18 0:00,48.14
10/10/18 0:00,11/10/18 0:00,8.92
11/10/18 0:00,12/10/18 0:00,9.23
12/10/18 0:00,13/10/18 0:00,17.52
13/10/18 0:00,14/10/18 0:00,22.46
14/10/18 0:00,15/10/18 0:00,37.28
15/10/18 0:00,16/10/18 0:00,47.34
16/10/18 0:00,17/10/18 0:00,60.77
17/10/18 0:00,18/10/18 0:00,85.9
18/10/18 0:00,19/10/18 0:00,80.27
19/10/18 0:00,20/10/18 0:00,83.88
20/10/18 0:00,21/10/18 0:00,99.59
21/10/18 0:00,22/10/18 0:00,97.27
22/10/18 0:00,23/10/18 0:00,100.56
23/10/18 0:00,24/10/18 0:00,107.16
24/10/18 0:00,25/10/18 0:00,99.69
25/10/18 0:00,26/10/18 0:00,93.5
26/10/18 0:00,27/10/18 0:00,123.05
27/10/18 0:00,28/10/18 0:00,105.31
28/10/18 0:00,29/10/18 0:00,80.78
29/10/18 0:00,30/10/18 0:00,27.61
30/10/18 0:00,31/10/18 0:00,16.99
31/10/18 0:00,01/11/18 0:00,9.55
01/11/18 0:00,02/11/18 0:00,23.12
02/11/18 0:00,03/11/18 0:00,31.95
03/11/18 0:00,04/11/18 0:00,41.91
04/11/18 0:00,05/11/18 0:00,30.32
05/11/18 0:00,06/11/18 0:00,32.32
06/11/18 0:00,07/11/18 0:00,107.73
07/11/18 0:00,08/11/18 0:00,196.9
08/11/18 0:00,09/11/18 0:00,297.54
09/11/18 0:00,10/11/18 0:00,145.31
10/11/18 0:00,11/11/18 0:00,144.66
11/11/18 0:00,12/11/18 0:00,108.51
12/11/18 0:00,13/11/18 0:00,111.88
13/11/18 0:00,14/11/18 0:00,156.97
14/11/18 0:00,15/11/18 0:00,149.99
15/11/18 0:00,16/11/18 0:00,125.19
16/11/18 0:00,17/11/18 0:00,108.15
17/11/18 0:00,18/11/18 0:00,103.38
18/11/18 0:00,19/11/18 0:00,106.69
19/11/18 0:00,20/11/18 0:00,117.35
20/11/18 0:00,21/11/18 0:00,153.87
21/11/18 0:00,22/11/18 0:00,146.53
22/11/18 0:00,23/11/18 0:00,186.19
23/11/18 0:00,24/11/18 0:00,151.15
24/11/18 0:00,25/11/18 0:00,186.93
25/11/18 0:00,26/11/18 0:00,217.11
26/11/18 0:00,27/11/18 0:00,144.71
27/11/18 0:00,28/11/18 0:00,79.16
28/11/18 0:00,29/11/18 0:00,80.5
29/11/18 0:00,30/11/18 0:00,82.91
30/11/18 0:00,01/12/18 0:00,94.39
01/12/18 0:00,02/12/18 0:00,130.83
02/12/18 0:00,03/12/18 0:00,113.02
03/12/18 0:00,04/12/18 0:00,141.83
04/12/18 0:00,05/12/18 0:00,162.65
05/12/18 0:00,06/12/18 0:00,201.35
06/12/18 0:00,07/12/18 0:00,203.97
07/12/18 0:00,08/12/18 0:00,242.28
08/12/18 0:00,09/12/18 0:00,247.43
09/12/18 0:00,10/12/18 0:00,197.6
10/12/18 0:00,11/12/18 0:00,159.64
11/12/18 0:00,12/12/18 0:00,172.42
12/12/18 0:00,13/12/18 0:00,146.63
13/12/18 0:00,14/12/18 0:00,105.65
14/12/18 0:00,15/12/18 0:00,108.97
15/12/18 0:00,16/12/18 0:00,99.61
16/12/18 0:00,17/12/18 0:00,102.83
17/12/18 0:00,18/12/18 0:00,85.69
18/12/18 0:00,19/12/18 0:00,43.92
19/12/18 0:00,20/12/18 0:00,54.26
20/12/18 0:00,21/12/18 0:00,91.95
21/12/18 0:00,22/12/18 0:00,158.33
22/12/18 0:00,23/12/18 0:00,196.91
23/12/18 0:00,24/12/18 0:00,156.75
24/12/18 0:00,25/12/18 0:00,124.88
25/12/18 0:00,26/12/18 0:00,179.25
26/12/18 0:00,27/12/18 0:00,182.25
27/12/18 0:00,28/12/18 0:00,237.9
28/12/18 0:00,29/12/18 0:00,192.34
29/12/18 0:00,30/12/18 0:00,206.17
30/12/18 0:00,31/12/18 0:00,162.21
31/12/18 0:00,01/01/19 0:00,139.22
01/01/19 0:00,02/01/19 0:00,177.49
02/01/19 0:00,03/01/19 0:00,155.74
03/01/19 0:00,04/01/19 0:00,201.3
04/01/19 0:00,05/01/19 0:00,217.8
05/01/19 0:00,06/01/19 0:00,183.2
06/01/19 0:00,07/01/19 0:00,137.43
07/01/19 0:00,08/01/19 0:00,132.88
08/01/19 0:00,09/01/19 0:00,162.02
09/01/19 0:00,10/01/19 0:00,177.18
10/01/19 0:00,11/01/19 0:00,189.24
11/01/19 0:00,12/01/19 0:00,183.65
12/01/19 0:00,13/01/19 0:00,265.07
13/01/19 0:00,14/01/19 0:00,187.31
14/01/19 0:00,15/01/19 0:00,273.94
15/01/19 0:00,16/01/19 0:00,212.87
16/01/19 0:00,17/01/19 0:00,124.97
17/01/19 0:00,18/01/19 0:00,161.76
18/01/19 0:00,19/01/19 0:00,182.85
19/01/19 0:00,20/01/19 0:00,205.36
20/01/19 0:00,21/01/19 0:00,189.44
21/01/19 0:00,22/01/19 0:00,208.46
22/01/19 0:00,23/01/19 0:00,276.14
23/01/19 0:00,24/01/19 0:00,218.35
24/01/19 0:00,25/01/19 0:00,163.83
25/01/19 0:00,26/01/19 0:00,121.89
26/01/19 0:00,27/01/19 0:00,102.23
27/01/19 0:00,28/01/19 0:00,89.58
28/01/19 0:00,29/01/19 0:00,81.6
29/01/19 0:00,30/01/19 0:00,78.76
30/01/19 0:00,31/01/19 0:00,80.86
31/01/19 0:00,01/02/19 0:00,132.67
01/02/19 0:00,02/02/19 0:00,136.72
02/02/19 0:00,03/02/19 0:00,155.57
03/02/19 0:00,04/02/19 0:00,137.33
04/02/19 0:00,05/02/19 0:00,127.67
05/02/19 0:00,06/02/19 0:00,142.52
06/02/19 0:00,07/02/19 0:00,151.02
07/02/19 0:00,08/02/19 0:00,145.88
08/02/19 0:00,09/02/19 0:00,104.72
09/02/19 0:00,10/02/19 0:00,83.96
10/02/19 0:00,11/02/19 0:00,44.93
11/02/19 0:00,12/02/19 0:00,69.04
12/02/19 0:00,13/02/19 0:00,100.1
13/02/19 0:00,14/02/19 0:00,114.96
14/02/19 0:00,15/02/19 0:00,163.78
15/02/19 0:00,16/02/19 0:00,149.02
16/02/19 0:00,17/02/19 0:00,79.31
17/02/19 0:00,18/02/19 0:00,66.7
18/02/19 0:00,19/02/19 0:00,85.09
19/02/19 0:00,20/02/19 0:00,100.09
20/02/19 0:00,21/02/19 0:00,71.52
21/02/19 0:00,22/02/19 0:00,105.63
22/02/19 0:00,23/02/19 0:00,66.12
23/02/19 0:00,24/02/19 0:00,86.82
24/02/19 0:00,25/02/19 0:00,93.8
25/02/19 0:00,26/02/19 0:00,52.2
26/02/19 0:00,27/02/19 0:00,33.51
27/02/19 0:00,28/02/19 0:00,18.33
28/02/19 0:00,01/03/19 0:00,24.14
01/03/19 0:00,02/03/19 0:00,45.26
02/03/19 0:00,03/03/19 0:00,64.28
03/03/19 0:00,04/03/19 0:00,86.72
04/03/19 0:00,05/03/19 0:00,55.78
05/03/19 0:00,06/03/19 0:00,41.43
06/03/19 0:00,07/03/19 0:00,56.11
07/03/19 0:00,08/03/19 0:00,70.82
08/03/19 0:00,09/03/19 0:00,66.18
09/03/19 0:00,10/03/19 0:00,62.47
10/03/19 0:00,11/03/19 0:00,43.82
11/03/19 0:00,12/03/19 0:00,51.16
12/03/19 0:00,13/03/19 0:00,71.65
13/03/19 0:00,14/03/19 0:00,63.98
14/03/19 0:00,15/03/19 0:00,84.75
15/03/19 0:00,16/03/19 0:00,78.3
16/03/19 0:00,17/03/19 0:00,44.52
17/03/19 0:00,18/03/19 0:00,59.48
18/03/19 0:00,19/03/19 0:00,34.39
19/03/19 0:00,20/03/19 0:00,49.29
20/03/19 0:00,21/03/19 0:00,48.08
21/03/19 0:00,22/03/19 0:00,42.45
22/03/19 0:00,23/03/19 0:00,39.86
23/03/19 0:00,24/03/19 0:00,52.82
24/03/19 0:00,25/03/19 0:00,63.36
25/03/19 0:00,26/03/19 0:00,77.21
26/03/19 0:00,27/03/19 0:00,59.28
27/03/19 0:00,28/03/19 0:00,46.45
28/03/19 0:00,29/03/19 0:00,43.55
29/03/19 0:00,30/03/19 0:00,37.61
30/03/19 0:00,31/03/19 0:00,36.44
31/03/19 0:00,01/04/19 0:00,41.12
01/04/19 0:00,02/04/19 0:00,20.79
02/04/19 0:00,03/04/19 0:00,34.95
03/04/19 0:00,04/04/19 0:00,31.28
04/04/19 0:00,05/04/19 0:00,34.09
05/04/19 0:00,06/04/19 0:00,33.32
06/04/19 0:00,07/04/19 0:00,34.95
07/04/19 0:00,08/04/19 0:00,27.37
08/04/19 0:00,09/04/19 0:00,26.21
09/04/19 0:00,10/04/19 0:00,26.89
10/04/19 0:00,11/04/19 0:00,18.97
11/04/19 0:00,12/04/19 0:00,27.51
12/04/19 0:00,13/04/19 0:00,28.02
13/04/19 0:00,14/04/19 0:00,32.45
14/04/19 0:00,15/04/19 0:00,32.25
15/04/19 0:00,16/04/19 0:00,28.75
16/04/19 0:00,17/04/19 0:00,35.91
17/04/19 0:00,18/04/19 0:00,64.34
18/04/19 0:00,19/04/19 0:00,64.52
19/04/19 0:00,20/04/19 0:00,45.5
20/04/19 0:00,21/04/19 0:00,37.29
21/04/19 0:00,22/04/19 0:00,29.88
22/04/19 0:00,23/04/19 0:00,39.41
23/04/19 0:00,24/04/19 0:00,29.69
24/04/19 0:00,25/04/19 0:00,26.23
25/04/19 0:00,26/04/19 0:00,23.12
26/04/19 0:00,27/04/19 0:00,32.31
27/04/19 0:00,28/04/19 0:00,35.59
28/04/19 0:00,29/04/19 0:00,25.58
29/04/19 0:00,30/04/19 0:00,22.39
30/04/19 0:00,01/05/19 0:00,16.24
01/05/19 0:00,02/05/19 0:00,13.53
02/05/19 0:00,03/05/19 0:00,13.16
03/05/19 0:00,04/05/19 0:00,16.05
04/05/19 0:00,05/05/19 0:00,20.97
05/05/19 0:00,06/05/19 0:00,50.44
06/05/19 0:00,07/05/19 0:00,50.64
07/05/19 0:00,08/05/19 0:00,53.28
08/05/19 0:00,09/05/19 0:00,59.71
09/05/19 0:00,10/05/19 0:00,58.08
10/05/19 0:00,11/05/19 0:00,55.97
11/05/19 0:00,12/05/19 0:00,48.04
12/05/19 0:00,13/05/19 0:00,48.33
13/05/19 0:00,14/05/19 0:00,42.09
14/05/19 0:00,15/05/19 0:00,32.18
15/05/19 0:00,16/05/19 0:00,36.49
16/05/19 0:00,17/05/19 0:00,38.99
17/05/19 0:00,18/05/19 0:00,45.16
18/05/19 0:00,19/05/19 0:00,42.62
19/05/19 0:00,20/05/19 0:00,44.79
20/05/19 0:00,21/05/19 0:00,39.6
21/05/19 0:00,22/05/19 0:00,29.08
22/05/19 0:00,23/05/19 0:00,35.68
23/05/19 0:00,24/05/19 0:00,30.04
24/05/19 0:00,25/05/19 0:00,27.54
25/05/19 0:00,26/05/19 0:00,23.5
26/05/19 0:00,27/05/19 0:00,33.28
27/05/19 0:00,28/05/19 0:00,40.67
28/05/19 0:00,29/05/19 0:00,37.05
29/05/19 0:00,30/05/19 0:00,38.28
30/05/19 0:00,31/05/19 0:00,35.13
31/05/19 0:00,01/06/19 0:00,28.96
01/06/19 0:00,02/06/19 0:00,30.82
02/06/19 0:00,03/06/19 0:00,27.43
03/06/19 0:00,04/06/19 0:00,28
04/06/19 0:00,05/06/19 0:00,33.8
05/06/19 0:00,06/06/19 0:00,23.58
06/06/19 0:00,07/06/19 0:00,19.66
07/06/19 0:00,08/06/19 0:00,15.98
08/06/19 0:00,09/06/19 0:00,13.71
09/06/19 0:00,10/06/19 0:00,23.56
10/06/19 0:00,11/06/19 0:00,24.23
11/06/19 0:00,12/06/19 0:00,25.53
12/06/19 0:00,13/06/19 0:00,26.94
13/06/19 0:00,14/06/19 0:00,35.61
14/06/19 0:00,15/06/19 0:00,39.67
15/06/19 0:00,16/06/19 0:00,40.77
16/06/19 0:00,17/06/19 0:00,26.12
17/06/19 0:00,18/06/19 0:00,40.86
18/06/19 0:00,19/06/19 0:00,40.34
19/06/19 0:00,20/06/19 0:00,45.88
20/06/19 0:00,21/06/19 0:00,35.41
21/06/19 0:00,22/06/19 0:00,18.28
22/06/19 0:00,23/06/19 0:00,16.95
23/06/19 0:00,24/06/19 0:00,16.39
24/06/19 0:00,25/06/19 0:00,19.87
25/06/19 0:00,26/06/19 0:00,15.62
26/06/19 0:00,27/06/19 0:00,16.13
27/06/19 0:00,28/06/19 0:00,17.49
28/06/19 0:00,29/06/19 0:00,24.06
29/06/19 0:00,30/06/19 0:00,34.52
30/06/19 0:00,01/07/19 0:00,36.5
01/07/19 0:00,02/07/19 0:00,17.36
02/07/19 0:00,03/07/19 0:00,14.34
03/07/19 0:00,04/07/19 0:00,15.44
04/07/19 0:00,05/07/19 0:00,25.59
05/07/19 0:00,06/07/19 0:00,19.7
06/07/19 0:00,07/07/19 0:00,20.38
07/07/19 0:00,08/07/19 0:00,13.27
08/07/19 0:00,09/07/19 0:00,20.54
09/07/19 0:00,10/07/19 0:00,22.99
10/07/19 0:00,11/07/19 0:00,22.21
11/07/19 0:00,12/07/19 0:00,25.16
12/07/19 0:00,13/07/19 0:00,25.91
13/07/19 0:00,14/07/19 0:00,31.38
14/07/19 0:00,15/07/19 0:00,33.63
15/07/19 0:00,16/07/19 0:00,40.72
16/07/19 0:00,17/07/19 0:00,40.38
17/07/19 0:00,18/07/19 0:00,56.43
18/07/19 0:00,19/07/19 0:00,38.62
19/07/19 0:00,20/07/19 0:00,14.47
20/07/19 0:00,21/07/19 0:00,19.59
21/07/19 0:00,22/07/19 0:00,19.59
22/07/19 0:00,23/07/19 0:00,13.14
23/07/19 0:00,24/07/19 0:00,14.79
24/07/19 0:00,25/07/19 0:00,11.6
25/07/19 0:00,26/07/19 0:00,32.92
26/07/19 0:00,27/07/19 0:00,27.03
27/07/19 0:00,28/07/19 0:00,22.39
28/07/19 0:00,29/07/19 0:00,11.5
29/07/19 0:00,30/07/19 0:00,11.44
30/07/19 0:00,31/07/19 0:00,19.79
31/07/19 0:00,01/08/19 0:00,19.89
01/08/19 0:00,02/08/19 0:00,20.43
02/08/19 0:00,03/08/19 0:00,15.87
03/08/19 0:00,04/08/19 0:00,19.29
04/08/19 0:00,05/08/19 0:00,38.79
05/08/19 0:00,06/08/19 0:00,30.29
06/08/19 0:00,07/08/19 0:00,21.8
07/08/19 0:00,08/08/19 0:00,11.17
08/08/19 0:00,09/08/19 0:00,11.51
09/08/19 0:00,10/08/19 0:00,21.15
10/08/19 0:00,11/08/19 0:00,26.81
11/08/19 0:00,12/08/19 0:00,37.13
12/08/19 0:00,13/08/19 0:00,27.2
13/08/19 0:00,14/08/19 0:00,15.04
14/08/19 0:00,15/08/19 0:00,30.61
15/08/19 0:00,16/08/19 0:00,26.27
16/08/19 0:00,17/08/19 0:00,29.61
17/08/19 0:00,18/08/19 0:00,22.71
18/08/19 0:00,19/08/19 0:00,19.94
19/08/19 0:00,20/08/19 0:00,19.23
20/08/19 0:00,21/08/19 0:00,27.15
21/08/19 0:00,22/08/19 0:00,29.64
22/08/19 0:00,23/08/19 0:00,30.78
23/08/19 0:00,24/08/19 0:00,21.72
24/08/19 0:00,25/08/19 0:00,22.77
25/08/19 0:00,26/08/19 0:00,14.27
26/08/19 0:00,27/08/19 0:00,14.67
27/08/19 0:00,28/08/19 0:00,18.71
28/08/19 0:00,29/08/19 0:00,25.98
29/08/19 0:00,30/08/19 0:00,16.67
30/08/19 0:00,31/08/19 0:00,20.26
31/08/19 0:00,01/09/19 0:00,16.63
01/09/19 0:00,02/09/19 0:00,33.32
02/09/19 0:00,03/09/19 0:00,17.72
03/09/19 0:00,04/09/19 0:00,11.79
04/09/19 0:00,05/09/19 0:00,12.03
05/09/19 0:00,06/09/19 0:00,11.61
06/09/19 0:00,07/09/19 0:00,9.27
07/09/19 0:00,08/09/19 0:00,13.86
08/09/19 0:00,09/09/19 0:00,14.45
09/09/19 0:00,10/09/19 0:00,22.44
10/09/19 0:00,11/09/19 0:00,27.24
11/09/19 0:00,12/09/19 0:00,20.36
12/09/19 0:00,13/09/19 0:00,23.28
13/09/19 0:00,14/09/19 0:00,18.59
14/09/19 0:00,15/09/19 0:00,28.98
15/09/19 0:00,16/09/19 0:00,27.43
16/09/19 0:00,17/09/19 0:00,28.33
17/09/19 0:00,18/09/19 0:00,22.98
18/09/19 0:00,19/09/19 0:00,12.78
19/09/19 0:00,20/09/19 0:00,10.16
20/09/19 0:00,21/09/19 0:00,22.82
21/09/19 0:00,22/09/19 0:00,32.58
22/09/19 0:00,23/09/19 0:00,21.87
23/09/19 0:00,24/09/19 0:00,15.56
24/09/19 0:00,25/09/19 0:00,8.77
25/09/19 0:00,26/09/19 0:00,15.01
26/09/19 0:00,27/09/19 0:00,18.12
27/09/19 0:00,28/09/19 0:00,20.19
28/09/19 0:00,29/09/19 0:00,20.91
29/09/19 0:00,30/09/19 0:00,15.05
30/09/19 0:00,01/10/19 0:00,18.58
01/10/19 0:00,02/10/19 0:00,27.2
02/10/19 0:00,03/10/19 0:00,50.76
03/10/19 0:00,04/10/19 0:00,7.82
04/10/19 0:00,05/10/19 0:00,28.27
05/10/19 0:00,06/10/19 0:00,36.49
06/10/19 0:00,07/10/19 0:00,41.8
07/10/19 0:00,08/10/19 0:00,35.58
08/10/19 0:00,09/10/19 0:00,26.26
09/10/19 0:00,10/10/19 0:00,13.05
10/10/19 0:00,11/10/19 0:00,18.19
11/10/19 0:00,12/10/19 0:00,44.71
12/10/19 0:00,13/10/19 0:00,56.77
13/10/19 0:00,14/10/19 0:00,71.69
14/10/19 0:00,15/10/19 0:00,74.06
15/10/19 0:00,16/10/19 0:00,67.65
16/10/19 0:00,17/10/19 0:00,62.97
17/10/19 0:00,18/10/19 0:00,58.92
18/10/19 0:00,19/10/19 0:00,78.45
19/10/19 0:00,20/10/19 0:00,76.49
20/10/19 0:00,21/10/19 0:00,69.17
21/10/19 0:00,22/10/19 0:00,97.34
22/10/19 0:00,23/10/19 0:00,75.7
23/10/19 0:00,24/10/19 0:00,115.77
24/10/19 0:00,25/10/19 0:00,39.9
25/10/19 0:00,26/10/19 0:00,15.26
26/10/19 0:00,27/10/19 0:00,32.24
27/10/19 0:00,28/10/19 0:00,65.35
28/10/19 0:00,29/10/19 0:00,112.67
29/10/19 0:00,30/10/19 0:00,88.64
30/10/19 0:00,31/10/19 0:00,101.77
31/10/19 0:00,01/11/19 0:00,112.71
01/11/19 0:00,02/11/19 0:00,104.5
02/11/19 0:00,03/11/19 0:00,45.07
03/11/19 0:00,04/11/19 0:00,61.09
04/11/19 0:00,05/11/19 0:00,78.32
05/11/19 0:00,06/11/19 0:00,133.86
06/11/19 0:00,07/11/19 0:00,138.76
07/11/19 0:00,08/11/19 0:00,84.11
08/11/19 0:00,09/11/19 0:00,44.38
09/11/19 0:00,10/11/19 0:00,12.4
10/11/19 0:00,11/11/19 0:00,18.45
11/11/19 0:00,12/11/19 0:00,31.1
12/11/19 0:00,13/11/19 0:00,90.74
13/11/19 0:00,14/11/19 0:00,99.91
14/11/19 0:00,15/11/19 0:00,69.71
15/11/19 0:00,16/11/19 0:00,68.25
16/11/19 0:00,17/11/19 0:00,76.38
17/11/19 0:00,18/11/19 0:00,80.5
18/11/19 0:00,19/11/19 0:00,100.43
19/11/19 0:00,20/11/19 0:00,88.8
20/11/19 0:00,21/11/19 0:00,99
21/11/19 0:00,22/11/19 0:00,87.97
22/11/19 0:00,23/11/19 0:00,85.06
23/11/19 0:00,24/11/19 0:00,97.17
24/11/19 0:00,25/11/19 0:00,116.38
25/11/19 0:00,26/11/19 0:00,116.4
26/11/19 0:00,27/11/19 0:00,120.24
27/11/19 0:00,28/11/19 0:00,110.21
28/11/19 0:00,29/11/19 0:00,68.62
29/11/19 0:00,30/11/19 0:00,89.24
30/11/19 0:00,01/12/19 0:00,117.62
01/12/19 0:00,02/12/19 0:00,96.03
02/12/19 0:00,03/12/19 0:00,88.68
03/12/19 0:00,04/12/19 0:00,95.77
04/12/19 0:00,05/12/19 0:00,105.14
05/12/19 0:00,06/12/19 0:00,80.12
06/12/19 0:00,07/12/19 0:00,70.88
07/12/19 0:00,08/12/19 0:00,65.08
08/12/19 0:00,09/12/19 0:00,73.5
09/12/19 0:00,10/12/19 0:00,55.81
10/12/19 0:00,11/12/19 0:00,57.9
11/12/19 0:00,12/12/19 0:00,63.7
12/12/19 0:00,13/12/19 0:00,58.06
13/12/19 0:00,14/12/19 0:00,94.1
14/12/19 0:00,15/12/19 0:00,113.28
15/12/19 0:00,16/12/19 0:00,90.49
16/12/19 0:00,17/12/19 0:00,57.16
17/12/19 0:00,18/12/19 0:00,68.35
18/12/19 0:00,19/12/19 0:00,67.03
19/12/19 0:00,20/12/19 0:00,69.82
20/12/19 0:00,21/12/19 0:00,86.89
21/12/19 0:00,22/12/19 0:00,138.83
22/12/19 0:00,23/12/19 0:00,123.28
23/12/19 0:00,24/12/19 0:00,134.56
24/12/19 0:00,25/12/19 0:00,136.87
25/12/19 0:00,26/12/19 0:00,127.62
26/12/19 0:00,27/12/19 0:00,124.16
27/12/19 0:00,28/12/19 0:00,85.83
28/12/19 0:00,29/12/19 0:00,128.67
29/12/19 0:00,30/12/19 0:00,98.89
30/12/19 0:00,31/12/19 0:00,121.3
31/12/19 0:00,01/01/20 0:00,129.71
01/01/20 0:00,02/01/20 0:00,134
02/01/20 0:00,03/01/20 0:00,121.78
03/01/20 0:00,04/01/20 0:00,55.62
04/01/20 0:00,05/01/20 0:00,51.65
05/01/20 0:00,06/01/20 0:00,92.84
06/01/20 0:00,07/01/20 0:00,102.97
07/01/20 0:00,08/01/20 0:00,105.04
08/01/20 0:00,09/01/20 0:00,124.97
09/01/20 0:00,10/01/20 0:00,88.78
10/01/20 0:00,11/01/20 0:00,84.9
11/01/20 0:00,12/01/20 0:00,82.18
12/01/20 0:00,13/01/20 0:00,85.54
13/01/20 0:00,14/01/20 0:00,95.76
14/01/20 0:00,15/01/20 0:00,171.67
15/01/20 0:00,16/01/20 0:00,190.61
16/01/20 0:00,17/01/20 0:00,175.09
17/01/20 0:00,18/01/20 0:00,116.22
18/01/20 0:00,19/01/20 0:00,92.58
19/01/20 0:00,20/01/20 0:00,90.63
20/01/20 0:00,21/01/20 0:00,73.59
21/01/20 0:00,22/01/20 0:00,95.62
22/01/20 0:00,23/01/20 0:00,124.28
23/01/20 0:00,24/01/20 0:00,122.56
24/01/20 0:00,25/01/20 0:00,87.07
25/01/20 0:00,26/01/20 0:00,73.85
